latitude,longitude,speed_kmh,off_route_distance_m,halt_duration_sec,is_anomaly
28.597444,77.13216,40.9,123.6,40.0,0
28.605461,77.176916,36.6,75.7,59.0,0
28.611746,77.227701,13.4,27.6,124.0,0
28.616644,77.172532,19.3,84.9,99.0,0
28.607964,77.197581,9.9,0.8,90.0,0
28.532658,77.212135,57.9,144.2,41.0,0
28.637597,77.324552,59.5,270.1,144.0,1
28.604349,77.153195,51.1,18.6,127.0,0
28.444634,77.230284,73.4,172.1,86.0,0
28.531106,77.167258,21.2,14.7,95.0,0
28.586827,77.165383,65.7,54.1,142.0,0
28.67443,77.174748,14.9,27.7,25.0,0
28.640886,77.210673,5.4,17.0,185.0,0
28.576142,77.29019,0.0,112.7,8.0,0
28.600965,77.277242,46.5,131.4,126.0,0
28.665727,77.195591,62.3,145.9,15.0,0
28.579683,77.205176,65.8,0.7,49.0,0
28.556202,77.248067,37.7,150.6,51.0,0
28.654527,77.221383,4.7,4.2,165.0,0
28.666303,77.186668,2.9,47.6,19.0,0
28.580255,77.251571,73.4,15.4,33.0,0
28.634881,77.299549,7.4,189.8,9.0,0
28.60847,77.271421,62.8,68.8,47.0,0
28.580967,77.286329,5.6,50.6,30.0,0
28.668937,77.211531,14.7,47.0,35.0,0
28.577301,77.164368,13.0,41.5,4.0,0
28.6483,77.118486,22.2,51.4,108.0,0
28.613904,77.114901,32.5,66.7,26.0,0
28.601875,77.208333,10.0,135.9,61.0,0
28.582739,77.243841,77.9,21.7,60.0,0
28.561169,77.260654,0.2,130.5,61.0,0
28.598005,77.230655,61.8,142.0,16.0,0
28.584879,77.182419,42.1,152.4,7.0,0
28.615126,77.251225,6.8,227.2,4.0,0
28.550627,77.158592,9.6,251.0,51.0,1
28.602916,77.163313,47.2,9.1,6.0,0
28.630798,77.249147,25.2,168.1,30.0,0
28.576836,77.156841,36.0,149.4,125.0,0
28.647549,77.180236,43.9,37.9,5.0,0
28.652978,77.169616,45.9,94.0,63.0,0
28.550143,77.226957,46.6,209.1,34.0,0
28.57258,77.24791,5.6,7.7,118.0,0
28.543479,77.249198,59.2,35.0,82.0,0
28.631654,77.189484,23.5,292.0,8.0,1
28.616894,77.210108,9.2,63.6,21.0,0
28.530444,77.255253,8.2,7.7,61.0,0
28.577898,77.191981,19.0,259.6,11.0,1
28.625916,77.172854,50.3,186.4,97.0,0
28.616148,77.186421,37.8,131.4,17.0,0
28.671008,77.188107,8.6,126.2,106.0,0
28.552904,77.220035,2.6,53.2,19.0,0
28.610055,77.217156,2.0,166.5,15.0,0
28.560412,77.210129,33.7,29.2,170.0,0
28.616008,77.178495,63.1,35.5,61.0,0
28.601447,77.171887,45.9,19.5,47.0,0
28.624088,77.25096,64.8,41.3,3.0,0
28.590042,77.235657,25.6,21.3,20.0,0
28.648616,77.196759,11.2,33.2,8.0,0
28.574766,77.215656,64.2,93.8,10.0,0
28.559736,77.279107,58.2,45.0,18.0,0
28.621761,77.214904,47.1,116.8,9.0,0
28.703193,77.218187,71.0,52.2,138.0,0
28.534434,77.29487,50.5,12.0,5.0,0
28.553272,77.272017,42.1,108.4,118.0,0
28.622078,77.186459,40.2,5.5,39.0,0
28.666861,77.27202,49.4,228.4,10.0,0
28.625822,77.210003,41.3,147.1,45.0,0
28.5801,77.16597,21.8,263.9,118.0,1
28.631515,77.283708,76.3,22.9,132.0,0
28.636317,77.183025,76.6,52.5,26.0,0
28.576491,77.193002,13.3,17.2,67.0,0
28.651742,77.199434,42.4,43.9,4.0,0
28.608774,77.320349,63.2,22.3,42.0,0
28.523015,77.170902,4.4,153.3,15.0,0
28.603758,77.188368,9.9,10.4,21.0,0
28.582047,77.201385,43.6,20.4,37.0,0
28.675745,77.244861,2.3,24.5,147.0,0
28.544052,77.215025,66.6,107.2,104.0,0
28.586344,77.185134,69.9,79.6,29.0,0
28.62336,77.24969,58.9,11.7,39.0,0
28.731452,77.286325,65.8,74.4,124.0,0
28.708246,77.137342,53.7,149.9,5.0,0
28.608238,77.184423,11.3,48.2,90.0,0
28.627965,77.244097,2.4,75.7,11.0,0
28.640599,77.156858,67.8,60.7,20.0,0
28.559878,77.210755,56.6,35.4,15.0,0
28.611007,77.282037,31.9,0.2,48.0,0
28.678311,77.249633,63.7,16.5,16.0,0
28.617581,77.24455,4.3,235.2,37.0,0
28.70799,77.255867,25.5,35.0,2.0,0
28.588218,77.234746,27.3,28.2,23.0,0
28.606067,77.201638,8.4,76.1,75.0,0
28.606465,77.266743,59.3,187.3,34.0,0
28.545433,77.194708,62.2,28.8,104.0,0
28.665799,77.210424,46.7,20.2,37.0,0
28.593813,77.135705,33.4,185.8,125.0,0
28.623406,77.194612,48.6,118.8,30.0,0
28.580581,77.222431,71.9,97.0,27.0,0
28.696758,77.219821,28.6,65.2,18.0,0
28.672133,77.264692,26.7,44.3,37.0,0
28.613418,77.196606,49.8,81.3,107.0,0
28.54929,77.198622,54.7,19.6,75.0,0
28.647698,77.191442,36.6,136.0,11.0,0
28.664649,77.230568,68.8,43.1,156.0,0
28.564134,77.295815,28.2,112.4,36.0,0
28.60333,77.102981,51.3,133.6,15.0,0
28.614342,77.194116,53.4,6.3,168.0,0
28.664849,77.200951,23.6,90.0,35.0,0
28.602933,77.111919,1.5,28.8,11.0,0
28.658602,77.212297,66.1,35.6,104.0,0
28.571855,77.200834,38.6,105.8,42.0,0
28.557729,77.196557,7.6,252.5,13.0,1
28.702076,77.163332,76.6,130.2,68.0,0
28.544878,77.214131,23.7,27.6,241.0,0
28.572938,77.160178,38.0,98.4,5.0,0
28.649748,77.176397,38.7,31.8,34.0,0
28.583967,77.208528,29.7,46.3,43.0,0
28.582634,77.26958,12.1,10.5,65.0,0
28.600624,77.239017,56.3,143.8,16.0,0
28.502701,77.249193,15.6,83.3,12.0,0
28.66653,77.31658,54.6,159.0,81.0,0
28.619294,77.240524,64.2,20.2,66.0,0
28.569928,77.166159,1.9,11.1,17.0,0
28.524685,77.190363,58.5,135.2,4.0,0
28.542232,77.175645,51.0,168.9,97.0,0
28.530785,77.211714,15.7,15.1,69.0,0
28.621863,77.19793,49.6,82.2,127.0,0
28.622362,77.171368,33.7,14.4,4.0,0
28.641108,77.264701,6.8,1.2,40.0,0
28.647129,77.268277,41.9,62.5,10.0,0
28.641908,77.227471,77.9,240.2,67.0,0
28.687392,77.168403,51.9,71.4,17.0,0
28.670262,77.224578,26.4,44.8,18.0,0
28.65842,77.18791,45.1,26.5,75.0,0
28.622339,77.282789,59.0,26.4,105.0,0
28.646537,77.158716,12.5,24.4,145.0,0
28.58997,77.25138,42.3,18.8,5.0,0
28.59945,77.250325,40.5,5.5,99.0,0
28.696571,77.263322,30.1,113.2,213.0,0
28.582644,77.228315,59.8,30.3,3.0,0
28.578964,77.201995,45.2,13.6,146.0,0
28.592396,77.338156,55.9,74.1,185.0,0
28.583035,77.174647,47.7,217.9,13.0,0
28.587273,77.254405,62.5,93.3,22.0,0
28.622615,77.219422,50.7,17.0,21.0,0
28.624252,77.235645,54.2,42.8,179.0,0
28.656055,77.235377,18.0,139.5,1.0,0
28.719904,77.164376,67.7,4.2,49.0,0
28.592083,77.151386,12.4,32.8,52.0,0
28.607222,77.15464,27.2,39.3,63.0,0
28.518603,77.196199,71.2,48.2,15.0,0
28.545885,77.230911,8.7,65.4,39.0,0
28.603189,77.184132,69.3,54.4,32.0,0
28.633679,77.146681,38.0,14.2,31.0,0
28.635069,77.264428,14.7,43.2,24.0,0
28.641354,77.141568,59.0,36.8,172.0,0
28.673373,77.242488,22.7,212.0,63.0,0
28.695784,77.18093,54.2,108.6,86.0,0
28.59833,77.279379,63.3,160.8,23.0,0
28.570394,77.19222,45.5,98.9,0.0,0
28.643244,77.130472,62.9,4.7,182.0,0
28.657191,77.216522,74.8,51.4,125.0,0
28.617292,77.176482,44.0,120.4,37.0,0
28.60155,77.259042,12.2,71.6,29.0,0
28.585292,77.234987,56.8,113.7,35.0,0
28.608388,77.187046,32.8,261.5,19.0,1
28.645003,77.168365,42.5,22.7,57.0,0
28.577087,77.163622,50.1,327.8,218.0,1
28.570452,77.189205,57.4,10.3,4.0,0
28.64048,77.286687,51.2,202.1,94.0,0
28.568098,77.211312,18.6,17.2,4.0,0
28.618058,77.265851,59.9,101.7,118.0,0
28.615411,77.144456,64.6,122.3,9.0,0
28.610521,77.122451,3.0,133.3,41.0,0
28.578367,77.171229,24.7,46.1,43.0,0
28.697195,77.251354,78.2,14.8,60.0,0
28.630417,77.204056,14.2,127.2,56.0,0
28.58478,77.262984,14.6,82.7,73.0,0
28.627047,77.281691,47.3,23.9,113.0,0
28.702111,77.170639,27.1,39.9,2.0,0
28.614976,77.260216,52.6,28.3,80.0,0
28.687168,77.287902,21.0,197.0,3.0,0
28.553112,77.270176,34.1,130.2,95.0,0
28.567943,77.138803,79.9,171.3,95.0,0
28.50348,77.125753,29.9,4.2,13.0,0
28.709288,77.196069,6.9,86.5,14.0,0
28.525407,77.197961,59.4,24.9,5.0,0
28.61921,77.260643,47.1,110.3,16.0,0
28.697382,77.170118,35.6,177.4,42.0,0
28.659058,77.239287,72.7,116.2,30.0,0
28.629315,77.16434,11.7,193.4,15.0,0
28.674656,77.235753,39.2,40.7,58.0,0
28.577081,77.195645,15.3,78.3,44.0,0
28.636384,77.236425,6.7,51.5,8.0,0
28.604868,77.200309,35.4,141.8,23.0,0
28.603838,77.108129,75.8,66.2,170.0,0
28.620029,77.243949,57.8,99.0,67.0,0
28.669266,77.277002,18.8,79.7,181.0,0
28.688827,77.176708,37.0,158.5,37.0,0
28.597149,77.258976,63.8,60.1,1.0,0
28.556065,77.187832,15.6,9.2,94.0,0
28.569521,77.151005,16.3,237.9,6.0,0
28.70789,77.187935,14.5,64.9,171.0,0
28.684539,77.209309,48.6,122.2,22.0,0
28.555936,77.152479,2.3,90.9,65.0,0
28.69355,77.285982,47.0,45.2,112.0,0
28.574917,77.141958,66.0,241.8,37.0,0
28.64373,77.191429,62.6,105.6,34.0,0
28.57488,77.172387,53.3,21.1,12.0,0
28.718644,77.28619,17.6,438.1,78.0,1
28.581993,77.143131,65.3,711.6,25.0,1
28.55801,77.259759,76.6,27.3,59.0,0
28.587674,77.228358,14.7,337.0,17.0,1
28.741844,77.156113,72.8,76.9,81.0,0
28.623528,77.200921,68.2,16.4,72.0,0
28.559089,77.209372,78.3,306.2,1.0,1
28.571081,77.247748,25.5,8.6,6.0,0
28.523116,77.186252,74.7,81.2,5.0,0
28.637507,77.250072,14.4,145.2,2.0,0
28.547973,77.220939,14.0,141.4,4.0,0
28.665783,77.241061,8.6,0.5,24.0,0
28.650004,77.174439,34.2,44.3,87.0,0
28.605499,77.206444,1.0,7.4,46.0,0
28.672306,77.224012,30.5,24.0,7.0,0
28.656779,77.222582,50.1,222.5,3.0,0
28.618346,77.216522,6.3,172.6,7.0,0
28.572093,77.323115,65.5,86.1,28.0,0
28.631177,77.247215,23.4,182.9,22.0,0
28.630885,77.254873,3.7,30.4,74.0,0
28.635073,77.230845,30.0,140.9,59.0,0
28.614452,77.245163,11.1,92.4,126.0,0
28.626858,77.22843,63.6,105.9,178.0,0
28.625607,77.309389,26.7,7.2,0.0,0
28.678605,77.215496,9.4,34.3,16.0,0
28.546795,77.260067,36.3,4.0,5.0,0
28.560421,77.322766,36.2,13.0,22.0,0
28.614257,77.251152,22.0,25.3,55.0,0
28.572501,77.204275,26.2,70.5,19.0,0
28.621044,77.181799,61.5,114.1,13.0,0
28.554842,77.193722,51.1,9.2,29.0,0
28.562731,77.238085,17.2,4.5,1.0,0
28.713525,77.307713,75.9,172.1,217.0,0
28.599033,77.248681,24.4,11.2,205.0,0
28.551938,77.199172,42.7,47.6,9.0,0
28.604759,77.203254,45.7,9.6,13.0,0
28.662321,77.211028,17.1,61.3,50.0,0
28.670777,77.151469,23.3,9.0,22.0,0
28.537446,77.195614,38.5,114.9,1.0,0
28.572148,77.193422,20.5,7.2,3.0,0
28.621635,77.357406,24.5,45.0,67.0,0
28.608801,77.264844,49.1,43.7,14.0,0
28.5305,77.164846,58.7,202.8,46.0,0
28.5386,77.14004,64.1,44.9,19.0,0
28.55712,77.153199,9.7,5.9,45.0,0
28.521956,77.289181,59.0,62.7,410.0,0
28.587576,77.151048,74.9,103.3,70.0,0
28.670225,77.298987,46.5,32.9,26.0,0
28.577208,77.230487,48.4,75.0,202.0,0
28.664613,77.206201,76.4,10.4,2.0,0
28.611985,77.161269,69.6,44.3,11.0,0
28.601331,77.281692,44.6,14.5,41.0,0
28.527213,77.245811,61.3,25.6,21.0,0
28.668991,77.263505,14.5,82.0,76.0,0
28.616321,77.204874,33.0,112.1,2.0,0
28.530505,77.251832,57.2,29.9,19.0,0
28.629593,77.292581,23.1,366.9,116.0,1
28.581108,77.248264,36.3,26.8,31.0,0
28.613566,77.165715,13.8,13.0,14.0,0
28.622507,77.244496,71.8,161.7,44.0,0
28.671287,77.25624,71.7,83.9,27.0,0
28.554136,77.302343,38.3,91.0,20.0,0
28.639094,77.247749,15.4,126.5,113.0,0
28.676915,77.273576,54.3,606.6,114.0,1
28.736524,77.249315,17.1,26.7,33.0,0
28.662978,77.150751,18.3,63.5,56.0,0
28.62857,77.259969,77.8,97.5,76.0,0
28.624251,77.224498,8.0,12.6,73.0,0
28.688105,77.318348,30.3,29.3,24.0,0
28.596178,77.146536,44.4,29.3,65.0,0
28.650295,77.161893,8.6,31.7,150.0,0
28.720205,77.25477,3.1,101.3,3.0,0
28.605031,77.29408,43.4,71.8,5.0,0
28.509802,77.212487,9.2,100.7,115.0,0
28.567459,77.212751,20.1,57.5,55.0,0
28.625172,77.228857,39.8,248.9,2.0,0
28.568652,77.194293,27.8,58.8,87.0,0
28.593139,77.267877,56.8,74.0,7.0,0
28.595748,77.194369,77.0,28.3,110.0,0
28.638547,77.253517,60.3,4.8,40.0,0
28.563202,77.152337,80.0,135.2,21.0,0
28.581312,77.304427,31.1,155.3,58.0,0
28.680852,77.112482,24.4,152.2,11.0,0
28.586402,77.165337,17.0,129.4,46.0,0
28.646789,77.331172,70.8,25.0,40.0,0
28.611197,77.223551,31.2,68.4,16.0,0
28.609344,77.18551,56.9,135.0,66.0,0
28.647407,77.154645,54.0,78.6,26.0,0
28.517377,77.196697,4.6,254.7,114.0,1
28.632667,77.232988,70.4,90.6,5.0,0
28.638138,77.242835,38.9,65.8,88.0,0
28.652922,77.234613,17.9,430.5,35.0,1
28.591726,77.129188,78.3,61.2,22.0,0
28.610526,77.225447,60.3,272.8,168.0,1
28.487873,77.235449,49.3,1.0,13.0,0
28.577008,77.235932,79.1,63.9,33.0,0
28.619279,77.219973,60.5,27.3,37.0,0
28.684033,77.157051,9.7,40.3,21.0,0
28.702789,77.172423,79.3,7.4,6.0,0
28.593378,77.279155,47.8,24.5,141.0,0
28.654202,77.179715,24.0,67.5,135.0,0
28.60314,77.182399,65.4,102.2,59.0,0
28.529702,77.203687,3.8,192.9,24.0,0
28.640753,77.157668,52.3,21.1,59.0,0
28.702064,77.25019,12.7,126.9,200.0,0
28.591428,77.155077,7.0,2.0,129.0,0
28.565137,77.2727,28.3,179.4,11.0,0
28.613868,77.15126,28.5,72.3,102.0,0
28.60436,77.204521,48.0,149.5,96.0,0
28.741002,77.235689,45.2,23.6,150.0,0
28.660793,77.258028,55.0,37.3,3.0,0
28.61697,77.20725,13.9,8.2,87.0,0
28.465734,77.183363,69.7,6.6,47.0,0
28.603335,77.289452,68.7,140.1,46.0,0
28.703111,77.227573,17.3,28.2,26.0,0
28.614502,77.209967,37.9,34.8,92.0,0
28.651592,77.127568,39.0,60.5,33.0,0
28.630098,77.228079,73.7,88.9,27.0,0
28.586167,77.218251,72.4,3.8,194.0,0
28.695066,77.150706,5.4,68.3,37.0,0
28.619945,77.179444,76.6,75.3,94.0,0
28.575156,77.223168,5.5,152.0,9.0,0
28.611576,77.24187,44.0,13.4,81.0,0
28.681877,77.16758,24.9,47.9,67.0,0
28.536527,77.168058,31.2,51.4,43.0,0
28.624013,77.224283,50.1,150.5,9.0,0
28.614182,77.176439,46.7,36.0,8.0,0
28.533495,77.208466,13.4,6.8,68.0,0
28.648838,77.307266,77.6,73.6,116.0,0
28.623323,77.216367,2.3,86.8,50.0,0
28.654426,77.269637,27.5,69.9,37.0,0
28.667404,77.156225,64.1,53.8,44.0,0
28.607722,77.180108,68.1,19.2,10.0,0
28.58272,77.179047,63.8,61.9,3.0,0
28.539274,77.163303,29.8,2.9,106.0,0
28.578283,77.130079,53.9,66.9,112.0,0
28.611047,77.228153,61.1,53.7,84.0,0
28.562321,77.237844,46.2,244.0,89.0,0
28.639673,77.171216,54.3,30.8,14.0,0
28.565329,77.181242,44.3,1.8,7.0,0
28.522359,77.222398,4.4,114.2,10.0,0
28.581603,77.21954,21.9,14.7,61.0,0
28.619711,77.270154,56.2,62.9,30.0,0
28.547528,77.275185,19.3,19.3,1.0,0
28.566087,77.185084,36.4,62.0,180.0,0
28.578991,77.215118,42.8,69.6,16.0,0
28.585556,77.168459,53.7,86.7,0.0,0
28.625394,77.293612,20.7,37.3,29.0,0
28.642395,77.231815,47.6,5.0,14.0,0
28.586778,77.268188,47.7,72.7,28.0,0
28.558553,77.200337,67.6,159.9,167.0,0
28.617337,77.269538,44.2,59.6,58.0,0
28.636386,77.255718,23.6,23.0,62.0,0
28.691189,77.282445,41.8,42.7,129.0,0
28.667809,77.151309,8.6,62.2,7.0,0
28.547558,77.22224,48.6,7.3,6.0,0
28.60345,77.273377,73.3,67.2,116.0,0
28.633308,77.171717,42.4,9.3,10.0,0
28.56799,77.244594,23.4,15.7,79.0,0
28.592965,77.247067,32.4,39.9,14.0,0
28.644198,77.253552,72.1,128.5,39.0,0
28.622999,77.235187,65.0,138.9,29.0,0
28.610586,77.24938,64.3,26.6,7.0,0
28.577823,77.240137,45.1,61.8,67.0,0
28.53822,77.277746,31.7,7.9,116.0,0
28.594878,77.182615,10.6,486.2,6.0,1
28.605939,77.235521,78.0,84.9,27.0,0
28.537079,77.27944,14.3,20.3,2.0,0
28.612899,77.179314,20.2,184.0,16.0,0
28.630102,77.183944,61.1,34.4,18.0,0
28.5759,77.244718,28.1,25.8,102.0,0
28.630672,77.287605,46.7,28.2,84.0,0
28.624285,77.211787,60.9,53.2,107.0,0
28.595273,77.223277,44.5,2.7,5.0,0
28.589701,77.236693,39.3,84.3,9.0,0
28.59389,77.194161,4.1,236.2,22.0,0
28.56769,77.328187,39.0,135.2,82.0,0
28.627732,77.172269,36.4,133.3,2.0,0
28.568236,77.223002,70.4,119.0,10.0,0
28.571446,77.223806,35.8,35.3,41.0,0
28.635363,77.109081,50.4,16.9,1.0,0
28.598396,77.176384,61.9,30.2,7.0,0
28.613585,77.150891,37.4,15.2,23.0,0
28.524919,77.254514,20.9,152.3,16.0,0
28.584335,77.13384,71.5,43.7,27.0,0
28.694539,77.265594,71.6,133.7,85.0,0
28.52146,77.159512,72.0,27.4,15.0,0
28.697981,77.266576,21.8,12.4,59.0,0
28.623561,77.148677,25.2,163.6,128.0,0
28.583851,77.239702,73.5,128.3,22.0,0
28.600279,77.265257,10.1,65.0,3.0,0
28.672026,77.247156,52.5,10.5,60.0,0
28.496625,77.157444,23.4,32.8,76.0,0
28.681271,77.274989,57.7,4.7,39.0,0
28.623782,77.245789,66.7,182.8,34.0,0
28.661112,77.100607,32.6,22.0,82.0,0
28.523084,77.224035,12.1,59.3,32.0,0
28.599127,77.360186,58.6,227.6,0.0,0
28.494082,77.274324,4.5,78.1,132.0,0
28.670379,77.193549,1.2,78.1,18.0,0
28.561365,77.245702,70.2,143.1,56.0,0
28.56063,77.198858,65.3,94.6,49.0,0
28.513779,77.269229,46.6,53.2,43.0,0
28.632718,77.17779,53.2,10.4,17.0,0
28.614095,77.278929,76.2,54.9,81.0,0
28.573106,77.26452,5.0,16.1,17.0,0
28.623655,77.250631,17.3,54.2,168.0,0
28.571503,77.322041,58.3,1.8,49.0,0
28.522536,77.268792,21.1,34.8,88.0,0
28.59231,77.269579,16.6,4.6,82.0,0
28.692736,77.27482,35.4,12.6,207.0,0
28.659083,77.254188,57.9,95.0,46.0,0
28.633269,77.24171,16.8,299.4,3.0,1
28.622701,77.184637,34.4,66.5,6.0,0
28.592333,77.185323,41.5,14.9,27.0,0
28.647299,77.240103,13.8,37.8,27.0,0
28.638766,77.24896,38.1,21.4,15.0,0
28.606344,77.219391,69.3,3.9,156.0,0
28.620454,77.194421,59.7,195.4,38.0,0
28.530207,77.211695,40.3,62.5,140.0,0
28.586485,77.215858,10.0,12.9,3.0,0
28.550845,77.232253,1.9,109.5,26.0,0
28.549891,77.207392,5.4,15.0,27.0,0
28.634014,77.276785,60.0,18.5,2.0,0
28.54727,77.212965,56.3,73.6,63.0,0
28.648904,77.186334,59.7,44.5,9.0,0
28.6621,77.21446,24.6,180.1,26.0,0
28.607415,77.163431,7.2,72.6,238.0,0
28.580224,77.319166,57.1,16.1,160.0,0
28.662051,77.251276,73.8,51.5,18.0,0
28.638118,77.217869,36.2,103.8,23.0,0
28.670259,77.289323,61.1,73.3,47.0,0
28.556425,77.208248,58.2,31.0,20.0,0
28.597483,77.216827,68.3,39.1,78.0,0
28.599572,77.183292,2.3,87.6,50.0,0
28.620971,77.171473,76.4,58.6,38.0,0
28.641744,77.229041,69.2,6.1,189.0,0
28.617392,77.271701,70.1,63.6,15.0,0
28.67727,77.174587,79.7,48.5,117.0,0
28.591763,77.206536,51.2,135.0,78.0,0
28.558049,77.208322,6.5,9.5,13.0,0
28.577217,77.257077,65.8,0.1,12.0,0
28.570996,77.196928,10.8,137.5,52.0,0
28.587704,77.256156,59.0,19.0,5.0,0
28.597041,77.254271,33.9,2.6,39.0,0
28.599161,77.185402,0.5,20.0,25.0,0
28.622096,77.203848,34.9,173.7,114.0,0
28.587445,77.222524,63.7,15.0,55.0,0
28.66294,77.19665,7.0,30.9,61.0,0
28.51359,77.173757,0.2,75.4,24.0,0
28.499157,77.292621,36.2,15.8,15.0,0
28.660565,77.129368,0.1,82.9,46.0,0
28.656637,77.230141,74.8,98.1,174.0,0
28.672451,77.286727,66.0,21.0,54.0,0
28.642336,77.178215,50.4,8.1,1.0,0
28.610626,77.219818,1.4,41.1,199.0,0
28.597579,77.263639,45.6,96.0,108.0,0
28.530393,77.066377,53.7,134.3,129.0,0
28.617884,77.21598,47.0,3.0,36.0,0
28.53866,77.139886,75.8,61.5,136.0,0
28.733806,77.266667,66.5,23.8,18.0,0
28.558898,77.178878,29.2,43.0,97.0,0
28.606728,77.307723,55.6,60.2,57.0,0
28.685821,77.170753,36.9,106.3,183.0,0
28.592199,77.240983,74.3,3.2,21.0,0
28.592536,77.174681,49.5,14.9,8.0,0
28.481161,77.206635,46.6,76.6,76.0,0
28.545011,77.218287,40.1,46.5,256.0,0
28.638577,77.21979,30.2,18.8,9.0,0
28.694142,77.301243,11.8,5.4,6.0,0
28.565942,77.289867,21.9,197.0,34.0,0
28.620337,77.181031,26.6,36.1,76.0,0
28.745923,77.220642,12.3,42.3,54.0,0
28.63884,77.160314,65.0,4.0,169.0,0
28.659304,77.148933,0.2,107.3,99.0,0
28.572196,77.185154,73.3,388.0,51.0,1
28.688119,77.302667,10.3,306.4,27.0,1
28.575884,77.13412,4.1,29.8,108.0,0
28.5671,77.247315,79.6,259.8,40.0,1
28.684469,77.241517,80.0,41.9,125.0,0
28.578653,77.181339,15.3,39.2,55.0,0
28.610316,77.250749,10.7,142.5,74.0,0
28.691809,77.250521,15.8,125.5,3.0,0
28.564794,77.216626,40.9,51.5,279.0,0
28.59866,77.210981,25.7,47.5,84.0,0
28.579989,77.206224,26.9,276.5,52.0,1
28.594064,77.176304,64.8,42.0,46.0,0
28.612462,77.22677,71.2,158.3,55.0,0
28.677505,77.193244,77.6,109.8,3.0,0
28.692615,77.226576,41.2,9.0,27.0,0
28.618292,77.187997,19.7,13.9,6.0,0
28.574171,77.185636,44.4,3.1,12.0,0
28.644402,77.191263,69.7,2.9,24.0,0
28.610763,77.281951,2.5,74.2,67.0,0
28.612395,77.149631,72.9,6.4,160.0,0
28.558909,77.307129,18.1,11.7,261.0,0
28.529646,77.256904,24.8,22.4,83.0,0
28.609554,77.140348,29.1,64.5,19.0,0
28.557027,77.189585,73.1,20.8,23.0,0
28.583987,77.13737,14.1,40.3,22.0,0
28.684633,77.250843,17.8,34.9,109.0,0
28.606992,77.282332,58.5,40.4,89.0,0
28.665855,77.22996,74.8,211.6,4.0,0
28.625307,77.279453,8.4,279.7,41.0,1
28.639692,77.227684,41.8,6.0,62.0,0
28.582998,77.267049,73.2,9.4,1.0,0
28.668146,77.233099,70.9,4.5,54.0,0
28.626041,77.219202,75.9,39.2,170.0,0
28.59728,77.257183,72.2,152.4,3.0,0
28.626015,77.210684,25.2,128.7,11.0,0
28.574738,77.291347,16.6,35.1,7.0,0
28.595816,77.202727,72.1,111.1,28.0,0
28.607736,77.246858,57.0,309.0,28.0,1
28.584216,77.183167,30.3,17.2,187.0,0
28.688436,77.13984,57.0,265.7,97.0,1
28.589741,77.236398,24.6,117.8,61.0,0
28.714626,77.128301,46.5,9.7,62.0,0
28.613863,77.325958,18.7,126.6,66.0,0
28.598784,77.200792,44.9,8.6,11.0,0
28.585279,77.214612,73.9,2.4,26.0,0
28.63162,77.202998,61.7,115.7,62.0,0
28.65521,77.225539,52.5,180.3,2.0,0
28.483603,77.235509,19.7,40.9,40.0,0
28.610744,77.176506,5.1,1.9,109.0,0
28.511095,77.090794,56.8,72.8,47.0,0
28.659591,77.163461,46.1,21.3,120.0,0
28.660484,77.194237,17.0,62.8,82.0,0
28.612549,77.232511,74.8,30.6,46.0,0
28.62092,77.227678,44.2,77.9,28.0,0
28.539012,77.256161,45.7,24.1,64.0,0
28.583136,77.136354,23.9,12.9,41.0,0
28.579891,77.173862,70.4,111.7,309.0,0
28.58805,77.196452,71.3,61.9,57.0,0
28.654109,77.294706,57.2,30.5,17.0,0
28.674585,77.354526,7.9,79.1,198.0,0
28.641029,77.151078,6.8,27.1,20.0,0
28.59433,77.273081,37.6,36.4,133.0,0
28.573192,77.222845,11.4,37.7,41.0,0
28.615026,77.246309,26.6,20.5,73.0,0
28.625326,77.15228,13.7,46.5,14.0,0
28.599451,77.286253,24.8,135.1,49.0,0
28.577547,77.107445,75.4,283.1,13.0,1
28.641263,77.152765,60.3,19.8,16.0,0
28.646176,77.205011,11.1,223.5,11.0,0
28.544903,77.188838,53.5,26.0,36.0,0
28.591313,77.219791,2.4,50.8,43.0,0
28.649395,77.184265,78.7,8.5,18.0,0
28.659929,77.200668,42.5,74.9,57.0,0
28.613728,77.20928,40.4,57.2,19.0,0
28.628767,77.207333,19.2,90.9,44.0,0
28.623127,77.225929,36.6,73.4,69.0,0
28.658215,77.263304,42.1,318.8,4.0,1
28.55504,77.180821,52.7,117.6,118.0,0
28.62388,77.285885,3.7,269.3,27.0,1
28.566057,77.220959,27.4,59.6,44.0,0
28.664904,77.281552,31.0,26.4,35.0,0
28.557583,77.201375,11.9,60.7,179.0,0
28.630924,77.175188,19.2,50.3,13.0,0
28.566325,77.222512,18.9,44.6,59.0,0
28.648121,77.346695,64.8,41.0,106.0,0
28.632464,77.150242,55.0,133.4,34.0,0
28.622483,77.252366,73.8,108.1,24.0,0
28.708547,77.227373,24.8,82.6,7.0,0
28.575374,77.2387,70.5,82.9,77.0,0
28.656804,77.158212,69.1,37.5,93.0,0
28.669101,77.241357,35.8,46.1,23.0,0
28.656818,77.233272,50.4,13.2,90.0,0
28.576633,77.144322,47.8,69.2,6.0,0
28.59877,77.225062,24.6,12.1,34.0,0
28.580202,77.206352,21.0,197.5,19.0,0
28.595635,77.200808,13.5,43.0,19.0,0
28.568441,77.216218,67.0,3.5,160.0,0
