lighting_percent,crowd_level,police_proximity_m,open_stores_count,historical_crime_rate,safety_score
50.53,58.22,2505.6,22,3.85,49.1
77.41,69.41,1965.5,2,7.64,33.9
42.13,85.01,3370.9,21,0.87,57.2
67.13,80.22,4876.6,23,1.57,62.3
26.78,59.75,3071.5,23,7.24,33.9
77.44,39.96,3635.3,7,6.98,32.9
59.11,50.29,531.2,12,2.67,62.4
28.37,74.19,3176.3,23,5.11,36.7
36.27,83.98,2323.9,21,3.31,59.7
77.37,14.34,4440.3,10,0.19,53.7
53.43,39.64,2002.2,9,0.32,62.3
29.44,74.85,3429.3,10,0.56,56.9
97.05,43.85,1218.0,2,5.09,47.6
74.36,34.9,1370.9,24,2.45,60.1
96.14,42.02,1943.0,13,1.31,76.4
48.44,59.26,1589.9,13,8.01,39.7
52.76,94.98,1344.0,18,1.12,70.4
90.82,49.37,343.4,3,5.76,47.9
57.25,23.76,4200.1,0,7.61,5.0
73.66,19.66,415.1,1,1.48,49.8
32.7,8.81,4448.1,5,1.9,26.1
50.21,55.29,714.8,12,4.92,57.8
21.11,54.01,419.8,13,4.37,41.8
28.54,23.47,2858.7,0,4.48,9.2
10.08,67.58,2562.0,24,4.76,32.3
13.53,71.7,2507.0,7,8.08,21.3
97.96,28.32,2915.1,17,0.55,70.6
31.81,35.97,1506.6,13,6.49,31.3
69.7,94.14,3348.5,1,2.05,53.8
85.52,38.68,2561.8,23,3.24,56.5
59.56,73.47,1740.2,11,0.85,71.5
23.78,45.75,4149.9,23,3.84,28.4
75.53,76.4,3665.8,0,6.86,21.4
64.02,74.21,2028.7,20,0.93,66.5
75.81,65.1,4253.3,14,2.42,57.7
79.28,81.93,4609.3,10,3.23,64.2
97.79,89.53,2730.6,17,0.97,80.9
61.62,57.2,1153.3,16,6.5,48.0
40.75,26.37,4587.4,2,6.71,5.5
68.36,40.88,1028.5,14,7.12,43.3
16.16,73.25,337.3,12,5.0,43.7
90.77,63.58,1704.7,2,4.36,50.8
20.74,21.0,3662.1,12,2.31,28.5
39.51,9.61,4624.0,8,5.6,12.8
83.42,66.47,3222.7,9,3.83,57.6
63.76,27.6,4764.0,0,8.25,5.0
45.43,49.97,552.6,1,8.23,21.8
52.61,72.21,397.7,24,7.7,51.9
86.91,55.64,3060.5,13,3.12,64.9
40.6,12.5,4834.0,4,3.19,14.1
88.27,21.7,2563.3,24,7.26,38.4
17.93,24.74,352.4,21,6.22,27.2
79.91,28.21,1184.0,9,6.02,48.8
86.28,55.89,1299.5,18,2.45,68.5
26.36,50.36,1755.5,7,7.1,26.9
48.73,23.28,313.7,12,4.97,41.6
24.89,11.08,4534.0,8,3.85,22.2
73.59,20.43,2626.3,17,7.37,31.7
58.18,93.59,3387.6,24,3.41,55.3
67.18,47.17,429.1,3,5.59,43.1
27.68,83.06,365.2,7,4.01,54.6
29.06,81.39,2973.7,4,5.08,30.2
13.73,51.04,4447.8,5,0.44,33.3
38.99,68.6,2689.6,19,3.97,48.5
60.38,22.35,4401.3,4,4.77,28.1
87.21,66.96,4073.9,0,4.24,38.3
70.02,29.51,471.7,18,7.22,49.9
49.19,79.89,1089.6,3,2.71,51.0
95.78,12.54,3322.8,0,7.53,21.2
74.73,74.58,2273.2,18,3.49,67.8
93.71,13.99,1524.4,3,5.93,36.5
57.48,84.31,2151.3,13,0.83,67.6
33.3,32.38,2281.5,13,1.78,42.9
14.75,63.9,4561.7,8,6.49,21.4
75.35,48.88,606.9,18,0.2,72.0
20.92,37.97,1470.7,10,8.24,20.7
37.25,63.09,2734.1,15,1.7,55.5
57.92,90.28,3521.6,18,7.67,43.9
60.8,8.71,3190.1,3,4.43,15.6
64.05,87.7,4714.0,8,4.84,44.5
24.96,59.82,3998.5,24,0.81,51.4
44.18,77.66,2829.7,16,3.17,56.0
65.55,39.55,1151.9,14,1.41,61.5
97.28,47.47,2309.3,7,4.52,53.9
75.49,83.2,3497.6,12,4.73,52.9
93.03,42.34,4206.0,0,6.06,26.6
78.6,53.12,4802.7,1,7.48,23.8
63.25,6.82,3066.7,9,4.03,43.2
27.28,19.27,2681.9,20,2.06,31.7
70.0,62.75,186.7,12,2.9,68.4
66.1,69.53,453.3,10,7.22,50.9
64.22,57.43,864.9,13,1.33,69.1
54.08,17.9,368.3,15,5.37,39.1
57.58,45.09,2064.2,5,0.21,53.3
40.1,36.96,1750.7,1,2.16,28.6
56.74,49.61,3223.0,4,5.07,33.2
27.78,83.33,2724.8,18,3.93,44.3
82.47,74.83,3020.3,6,4.25,54.5
26.72,12.56,2412.7,16,5.65,24.6
17.65,85.13,1460.9,4,2.07,49.3
49.26,47.46,4768.8,11,2.46,47.8
69.25,71.95,523.4,18,5.85,61.0
49.39,17.6,4700.6,17,4.62,26.4
34.91,65.36,1625.1,11,0.22,65.2
60.24,26.27,2612.0,2,5.73,25.6
41.23,44.45,633.3,3,5.31,34.6
93.96,6.52,447.6,14,0.76,65.3
93.04,18.64,2204.8,14,6.38,49.7
55.21,13.29,3734.3,10,4.49,33.1
39.51,26.58,1419.9,1,1.82,28.2
76.34,14.0,2855.5,17,4.8,40.0
13.3,67.27,1465.4,2,5.1,24.5
52.73,7.61,2004.2,17,7.83,17.4
40.27,60.6,4541.6,13,6.33,28.5
92.85,17.66,4293.6,5,2.64,41.0
11.08,90.06,2628.5,1,1.09,32.3
59.75,88.98,1266.7,0,7.27,31.3
76.66,25.3,1046.6,7,7.21,36.8
53.65,60.3,4775.0,9,1.57,52.4
17.69,7.52,1093.3,19,0.62,35.1
97.52,88.86,4060.0,17,6.08,59.3
56.62,52.07,1908.0,19,6.17,41.1
65.28,8.89,4929.7,10,1.59,45.7
31.29,35.82,1904.0,17,5.71,32.4
53.51,11.92,1822.4,15,2.44,39.5
48.62,40.36,3223.6,4,2.29,37.8
16.74,65.29,4811.4,6,2.83,24.8
19.55,47.29,4883.4,21,4.47,26.4
85.37,39.53,3565.3,1,6.86,25.9
31.58,15.72,3797.6,10,4.29,29.2
27.55,27.04,2860.7,12,2.6,36.4
55.44,14.01,3803.3,19,7.53,23.8
79.19,77.67,4312.9,23,0.56,68.0
15.58,17.17,2481.9,15,6.8,14.3
61.91,58.58,3137.3,13,6.69,43.6
20.73,35.85,2732.9,6,2.23,28.8
13.28,25.34,2856.1,6,1.77,28.3
14.75,62.55,4461.2,11,7.45,15.2
85.07,46.13,1842.5,11,4.79,59.7
20.62,41.01,1120.1,19,0.49,48.4
14.06,58.36,2335.8,0,7.58,5.0
49.41,49.21,1119.6,22,3.03,54.6
85.96,32.31,2542.2,5,2.97,54.5
33.62,55.32,4527.2,7,5.5,24.1
47.95,65.25,3125.4,12,5.66,39.6
13.59,7.4,4291.6,4,3.07,5.0
50.42,46.93,914.3,23,1.3,58.2
61.99,10.19,4514.3,9,4.74,30.8
61.38,21.78,3048.8,13,5.35,36.1
39.92,55.45,255.6,23,7.33,41.3
38.4,82.96,3202.3,8,4.17,52.0
19.6,84.45,4761.8,16,5.52,24.6
43.01,11.29,487.9,2,0.56,45.9
18.95,42.72,2954.0,11,7.61,22.4
78.99,57.47,4585.8,11,2.85,52.7
96.96,18.24,147.5,10,5.41,60.1
97.31,73.89,3191.5,21,7.79,50.4
87.86,71.98,2427.0,3,6.91,43.3
64.07,86.3,1800.2,7,5.46,61.7
73.08,5.76,3174.9,9,6.01,31.3
35.67,24.5,358.2,13,7.84,29.1
66.77,79.45,3790.0,0,6.92,21.6
51.01,65.35,121.9,11,5.22,53.6
53.38,85.5,1604.0,4,5.63,42.7
78.2,10.15,2569.4,13,1.34,51.7
35.37,58.73,1947.4,3,4.05,31.8
38.62,56.21,1606.6,16,2.63,52.1
93.22,8.21,4171.1,21,3.73,43.7
15.06,51.22,4680.7,12,5.66,12.6
53.71,59.86,4381.2,2,1.35,36.0
92.15,22.22,2659.9,10,0.25,66.2
64.93,29.6,4432.4,10,3.43,46.1
59.18,62.63,4612.2,4,2.81,38.2
32.48,47.15,2105.3,5,3.63,37.3
40.89,82.22,1488.9,3,7.92,27.4
86.68,35.81,581.5,9,6.04,59.7
60.33,29.0,2447.6,9,2.85,45.8
56.33,93.64,4736.9,11,1.61,60.1
18.96,87.0,2848.4,21,5.3,41.0
11.44,7.61,3371.1,22,5.62,14.8
96.73,74.37,653.1,17,4.16,81.8
43.93,14.93,803.2,14,1.89,47.5
64.29,7.47,2375.9,22,0.34,57.9
17.17,29.63,4761.2,22,2.33,29.7
71.48,29.24,1867.8,17,3.94,51.2
93.93,78.74,4399.7,2,6.72,42.0
61.81,68.96,689.4,2,7.27,35.2
21.35,93.34,3123.4,0,3.57,25.9
62.35,69.04,3043.0,16,6.79,43.1
78.97,42.64,4313.4,9,8.44,27.7
46.58,67.9,116.3,5,6.12,46.2
89.19,94.95,1030.7,24,6.22,70.9
68.38,68.91,1176.5,24,7.74,49.1
90.93,73.55,4754.8,10,2.94,66.2
66.12,89.45,853.1,13,0.19,80.1
21.82,15.23,281.1,16,8.39,15.8
37.87,68.43,2718.9,6,4.22,45.4
28.16,81.57,2689.9,21,6.7,39.1
91.79,90.89,4235.8,3,6.92,43.0
78.44,23.99,4749.4,10,3.44,41.4
70.88,50.35,2738.9,18,4.65,51.2
37.09,66.25,4657.0,8,4.64,30.9
26.56,27.27,3653.3,20,1.95,34.0
78.08,59.04,1396.3,7,1.09,67.5
52.67,28.18,4649.3,19,4.67,31.3
30.32,35.01,3370.5,3,1.11,32.3
65.5,44.74,2129.1,15,3.01,51.9
13.63,52.63,3433.2,5,1.66,33.0
39.36,45.44,2066.4,5,6.04,28.8
52.17,49.39,659.5,18,7.42,44.0
23.32,31.87,3623.0,1,4.95,6.1
98.62,19.31,4138.0,10,3.55,52.5
28.82,9.26,3671.2,24,8.47,6.0
21.73,22.64,1222.7,17,0.28,42.4
28.32,57.37,4787.5,8,2.66,31.4
79.22,75.75,223.7,15,2.44,75.7
48.3,20.23,1730.2,10,3.09,39.4
60.89,14.77,1374.5,13,2.04,57.0
11.89,72.44,335.8,7,2.32,50.1
13.1,32.46,2088.1,12,2.26,39.2
50.12,90.63,3153.3,9,4.35,54.7
83.5,69.29,4424.5,22,3.38,57.0
89.67,34.41,4949.5,11,5.47,51.7
17.8,31.06,4059.6,20,4.42,31.1
58.45,52.13,2396.5,2,1.64,47.3
92.19,12.12,3646.2,1,6.9,16.3
44.92,15.59,4233.8,10,4.07,32.8
84.66,20.83,2380.0,23,1.39,55.2
22.03,74.73,3946.8,17,1.5,49.5
94.19,51.25,2465.0,23,6.79,44.5
77.63,5.95,1993.8,20,6.01,38.7
94.72,65.62,2677.8,24,4.35,67.2
70.9,43.13,3411.7,3,2.67,41.3
42.71,50.98,3661.7,7,3.97,32.2
94.44,24.27,1848.0,10,5.45,53.2
34.8,54.66,2899.5,14,7.49,29.2
39.9,93.12,4558.4,22,4.77,42.9
73.07,11.61,4883.9,23,2.42,39.2
78.88,30.55,1213.5,20,0.46,71.4
93.65,26.87,1044.9,1,1.57,55.7
28.43,27.37,3415.8,22,5.56,23.2
81.82,39.08,2132.0,18,1.45,69.4
76.47,78.63,218.7,14,4.14,70.6
15.74,87.16,1799.6,12,5.97,37.7
44.85,23.2,4053.0,1,2.69,22.4
35.45,53.87,4007.4,2,5.72,18.8
37.4,62.32,2524.0,13,4.98,39.3
98.47,51.96,2415.6,19,3.79,62.2
67.85,44.07,2939.6,12,7.64,41.6
74.59,22.28,1175.0,22,5.91,46.0
97.9,48.94,2677.6,15,3.13,64.8
43.95,41.11,154.1,11,6.86,40.3
82.17,76.6,2430.2,0,6.3,40.1
49.11,73.72,1746.7,5,6.75,43.9
88.26,17.06,3406.9,12,5.48,42.5
26.26,12.97,3227.9,21,3.29,35.3
95.29,86.73,1966.1,23,3.03,74.9
29.69,53.2,135.6,1,5.59,25.2
39.36,82.2,1336.1,17,1.2,66.8
78.06,10.23,3203.4,16,6.99,30.2
45.44,52.39,454.6,18,3.21,57.9
64.74,53.55,627.4,22,5.4,53.1
50.01,82.46,3270.5,14,4.29,45.4
76.81,13.78,3803.3,7,4.46,31.8
30.55,26.64,1675.6,22,6.3,27.6
15.26,41.59,2499.4,8,5.36,28.2
36.99,82.93,4734.0,7,2.2,40.5
52.69,89.5,4733.2,7,0.72,57.4
25.12,94.35,1606.8,10,7.16,41.4
41.93,91.33,4068.9,17,7.53,34.4
46.0,5.53,3010.3,16,1.48,37.5
15.17,9.29,4879.9,21,2.7,19.4
62.5,18.28,2440.3,22,2.47,47.6
89.59,36.4,3896.1,5,7.97,32.4
23.66,79.69,3863.9,22,1.82,42.5
63.8,85.34,2537.4,23,1.5,68.6
69.83,21.82,3998.6,1,1.63,26.9
47.74,60.77,1379.1,0,6.23,23.9
73.1,87.56,699.0,9,7.56,54.9
46.97,46.74,2183.3,7,3.4,42.2
55.42,14.32,4723.8,15,1.24,39.7
10.66,46.2,2553.6,23,5.02,25.8
72.25,38.82,3212.8,13,1.86,60.0
69.52,56.99,3158.4,23,0.64,67.2
13.46,44.48,749.6,15,7.54,28.8
43.14,6.56,2012.5,13,7.42,25.1
98.11,94.46,3564.0,6,8.3,50.0
47.87,53.92,4862.8,17,4.08,40.4
55.18,47.63,923.3,19,2.57,57.6
91.89,90.92,2111.2,8,6.57,69.8
74.55,19.03,566.0,23,1.62,60.1
62.39,22.03,1287.6,3,2.14,38.8
81.8,77.72,1946.1,23,2.25,68.2
87.79,28.47,2749.2,15,8.09,34.9
51.12,76.93,1229.8,21,6.23,45.5
52.76,29.44,1215.1,10,1.22,57.3
44.74,7.99,3911.4,8,0.88,41.5
97.0,51.53,4816.9,16,7.18,42.5
72.74,22.7,1685.7,21,6.84,36.3
17.49,73.21,3471.2,10,5.74,29.1
87.67,62.71,1364.6,19,1.75,77.3
53.25,88.12,4647.0,2,4.13,31.6
16.19,75.47,3397.2,20,5.16,30.5
59.47,21.27,4033.1,10,7.93,17.7
47.54,77.01,341.8,7,1.52,65.4
89.0,62.76,3032.7,9,4.43,57.1
28.36,65.21,2685.3,5,1.43,42.7
84.38,79.9,1535.7,16,3.83,71.4
60.19,56.64,1385.9,5,1.78,55.1
14.91,46.94,2942.1,6,7.12,15.8
97.47,62.3,3561.8,12,2.24,69.0
56.14,31.82,262.5,5,3.6,42.7
36.18,21.43,2880.3,2,3.53,24.8
52.25,60.49,935.3,24,7.38,41.6
87.21,26.05,787.8,12,6.47,52.8
37.44,12.19,3153.3,9,0.58,38.1
27.34,5.05,1623.3,3,0.66,29.8
21.62,59.75,2260.3,4,4.73,27.3
36.81,37.59,1864.0,20,3.69,46.9
80.2,72.71,3276.8,18,2.41,64.0
52.45,38.77,2403.6,17,6.76,38.7
30.47,48.74,4820.9,23,1.18,40.3
24.96,41.64,1826.7,6,8.28,23.4
39.95,63.55,3727.4,20,0.3,48.6
94.59,37.05,1360.7,0,1.09,54.5
40.87,91.74,2592.9,16,2.72,49.3
98.93,89.25,2807.6,23,4.38,70.2
53.67,81.32,1712.6,19,1.92,68.6
26.12,87.83,2411.7,19,6.28,43.8
90.2,45.42,1468.5,24,3.1,68.4
51.43,53.28,129.4,17,0.42,68.4
73.87,71.79,1156.7,4,7.47,44.7
98.53,67.65,3530.3,21,8.03,56.7
14.52,85.16,3877.7,5,5.3,25.1
18.7,69.47,1473.0,9,6.87,36.8
74.84,94.81,2099.4,18,1.12,76.3
35.36,36.37,283.1,9,2.36,55.3
26.59,79.97,1261.6,5,2.83,49.6
13.54,67.79,3918.2,9,8.17,15.6
11.97,67.22,3069.3,9,4.4,35.6
79.7,34.33,1108.3,20,0.16,74.0
22.1,75.7,1361.5,11,3.29,51.9
52.09,86.03,4102.3,23,0.17,62.6
64.53,24.67,1124.5,3,2.1,48.1
48.55,61.29,1737.4,12,3.92,48.8
12.44,40.29,3355.4,9,2.82,31.2
80.52,94.06,2849.5,15,0.37,79.3
10.95,48.09,2358.3,18,1.08,46.2
78.57,25.55,4508.7,5,4.73,28.9
90.4,39.37,1176.6,8,5.94,56.7
48.96,63.85,3733.0,13,3.5,44.4
58.2,11.85,879.4,23,6.24,38.3
52.93,59.32,3117.1,9,1.47,56.9
45.03,88.81,4366.1,7,1.13,50.2
89.87,81.53,2343.7,2,7.15,46.2
90.45,11.09,3649.0,16,2.95,50.8
40.22,94.41,4119.9,18,3.73,45.6
65.36,67.89,766.5,2,8.06,32.5
93.42,19.61,3558.6,13,3.66,55.0
96.59,6.12,4607.2,5,0.13,50.2
55.81,20.42,2924.2,18,7.98,22.1
50.75,80.44,1012.0,17,0.22,70.7
35.08,6.95,722.0,11,5.66,33.2
96.3,25.98,1372.7,14,2.81,67.1
22.85,73.16,607.2,24,4.05,50.8
62.18,57.75,2615.6,5,4.7,40.9
35.43,75.45,441.6,20,3.53,59.6
35.11,72.15,1194.7,11,6.6,41.5
46.45,9.55,2255.6,18,7.92,19.3
99.89,85.33,2422.2,6,0.83,83.5
14.95,25.43,2870.5,22,6.82,17.7
62.07,54.81,3557.5,19,1.18,54.7
17.43,62.99,331.4,9,0.77,58.2
23.91,20.18,495.0,17,8.13,23.1
49.56,92.86,398.2,1,4.21,45.7
55.94,48.93,2173.4,12,1.38,59.0
33.29,10.19,305.1,14,4.89,33.1
38.48,89.35,3755.8,23,2.31,55.3
17.83,57.76,1192.7,3,4.0,29.4
37.29,67.93,4702.1,6,5.35,22.7
96.99,52.27,2483.4,2,7.4,35.5
95.02,80.13,2287.0,24,0.13,81.9
40.14,7.98,3924.6,15,1.9,24.7
61.38,29.15,3594.5,8,0.91,50.7
91.86,47.27,3075.8,22,0.92,71.6
10.56,11.89,4682.2,22,8.04,5.0
82.96,68.53,2169.1,16,7.96,51.7
95.35,40.43,4061.8,7,6.39,42.4
18.22,29.54,1962.5,17,5.5,25.3
24.53,5.3,4207.9,23,7.22,5.6
96.47,69.78,1371.4,12,0.59,79.8
58.38,80.04,1517.4,1,1.1,55.8
11.28,40.55,3421.6,0,2.76,12.9
33.19,55.78,1142.3,15,7.09,35.3
50.49,25.49,1222.9,15,4.07,38.8
72.36,61.0,1595.8,10,4.33,60.5
75.98,6.09,3426.8,23,2.03,44.6
99.59,48.98,4458.0,3,5.55,37.8
35.88,62.98,3405.4,10,7.56,23.6
58.44,87.64,4156.3,5,2.87,48.5
58.0,39.32,2763.4,10,5.3,40.1
46.51,73.87,437.7,0,2.89,35.7
25.22,58.79,592.3,8,6.76,42.4
97.97,88.43,2816.5,6,4.09,64.8
86.8,40.85,1706.2,20,2.95,62.7
54.85,33.72,1180.8,21,3.63,51.8
64.29,84.84,2384.7,2,0.87,56.0
30.45,9.43,3365.8,8,7.38,14.8
58.94,17.27,1986.5,1,8.15,7.6
72.55,12.42,4032.5,9,4.11,37.6
56.37,80.88,3718.8,16,1.96,52.5
99.13,5.95,3701.1,0,5.68,20.8
65.02,82.55,4927.4,17,3.9,54.4
43.39,45.61,1546.6,5,2.22,40.6
79.49,5.36,3259.2,5,0.42,46.1
25.34,41.15,4291.8,8,7.57,9.1
44.61,21.81,2939.7,9,6.79,25.6
41.23,61.2,3968.6,14,7.06,30.5
48.86,66.14,2130.8,3,3.79,40.5
80.36,48.88,2993.4,7,6.43,41.6
53.58,8.65,372.8,3,4.98,23.1
81.46,64.05,4930.3,2,3.25,34.7
61.88,80.78,4020.1,3,7.18,31.9
40.79,69.83,4357.2,0,8.49,7.2
82.9,79.7,3502.0,8,7.65,47.9
31.45,23.05,1011.6,10,6.62,30.0
30.19,85.0,252.0,20,6.38,45.4
55.41,34.0,4336.8,22,5.56,34.9
33.48,6.21,2042.0,18,7.27,17.5
10.82,80.91,1392.9,20,4.24,44.9
68.35,89.76,2852.2,19,1.63,65.3
56.0,64.0,2162.4,6,6.55,38.5
50.1,25.83,3293.2,4,7.82,17.2
97.03,27.66,2470.6,1,2.97,40.3
61.41,46.99,3516.4,18,6.68,38.1
87.71,85.8,4281.8,23,2.4,63.4
22.55,18.46,1058.2,2,8.02,5.0
61.23,79.34,1714.2,14,5.84,53.9
88.12,31.22,2240.4,6,4.88,50.5
62.48,77.77,4814.1,4,6.65,27.9
74.62,87.82,1890.1,22,6.93,58.1
43.48,43.47,1967.4,9,7.6,35.1
18.32,37.85,3302.0,8,7.67,13.5
51.21,77.2,2154.1,22,0.54,62.1
45.5,52.65,4761.0,13,1.13,45.0
88.04,66.6,4482.9,21,7.04,48.7
31.96,61.05,2615.7,12,8.05,25.4
97.01,18.76,3259.4,0,2.68,39.3
96.23,81.03,384.3,15,0.17,91.0
32.29,22.62,3509.1,19,2.81,38.4
41.32,88.91,3565.3,7,3.32,55.1
90.6,27.55,1860.1,16,6.49,51.5
97.0,71.05,1176.4,5,0.5,72.8
49.91,30.62,4583.9,1,1.89,15.5
38.89,33.6,2190.9,12,7.61,26.8
57.35,32.9,3303.2,24,1.4,52.9
71.9,72.31,263.3,7,6.48,58.5
34.61,55.11,2128.9,24,3.14,44.2
76.28,84.47,4104.6,8,5.67,47.1
14.65,32.66,1999.1,12,0.72,45.6
14.44,67.28,3055.5,17,2.51,46.5
44.77,72.77,1128.3,17,3.67,54.5
41.81,18.63,2141.0,8,7.3,27.7
38.41,41.05,4645.4,1,4.83,18.5
54.19,48.45,2875.6,3,0.48,44.8
38.87,37.01,4519.5,17,6.84,20.3
27.3,33.99,4519.9,16,0.56,39.7
37.85,66.78,4726.3,11,7.95,22.4
97.74,24.43,4487.4,15,1.88,59.8
47.0,68.85,116.1,12,4.2,57.3
50.02,89.15,4676.7,10,0.71,58.5
61.89,55.87,773.6,13,4.82,51.3
98.5,60.03,295.6,9,4.28,72.6
31.74,11.2,371.4,22,3.55,37.0
71.32,82.8,1809.7,20,0.4,78.1
74.44,30.69,3141.9,18,7.48,30.0
64.66,60.35,2071.3,23,6.84,48.4
17.97,93.12,225.2,20,5.42,47.1
70.92,58.6,2434.8,16,4.91,57.9
15.77,70.22,2266.4,8,5.94,37.3
63.65,45.08,3808.6,13,1.31,55.3
76.56,10.43,1470.1,4,7.93,21.1
28.99,76.78,1165.9,2,2.49,39.1
85.75,8.15,1354.1,21,5.61,44.3
12.73,68.06,1588.3,7,5.2,32.1
85.94,7.06,3035.9,17,5.45,45.4
51.43,82.61,2410.5,2,7.48,27.4
29.58,19.19,1750.8,22,2.59,37.1
22.04,51.28,1934.1,1,6.39,10.7
95.8,58.74,1917.5,10,5.13,61.0
16.54,46.18,4864.8,4,0.74,26.9
27.92,35.67,1241.7,24,3.58,36.3
41.3,47.1,4108.5,6,7.14,20.1
65.82,33.03,3570.2,13,2.75,48.7
59.03,44.43,127.3,18,4.15,51.5
21.31,37.3,4966.6,1,4.2,5.0
36.08,55.96,3806.6,8,5.29,32.7
31.49,26.41,3444.0,24,7.53,21.8
29.22,93.98,2086.1,24,1.56,63.5
47.0,50.08,2820.5,9,4.34,40.7
73.36,22.47,1341.0,18,3.66,57.3
29.57,47.94,273.9,16,2.59,51.2
43.0,82.98,4196.5,24,7.82,30.6
45.18,6.96,4492.8,6,0.17,34.3
97.88,66.16,896.1,17,1.13,85.8
95.92,54.32,3956.6,5,6.26,40.1
82.01,20.26,3731.6,8,2.31,49.6
31.75,78.57,974.0,7,6.17,39.0
16.12,38.2,2167.0,21,7.09,22.8
38.52,31.44,2171.5,21,2.24,47.6
34.01,79.53,3823.8,23,1.71,53.5
55.53,62.47,4204.5,8,1.32,49.5
80.0,85.84,564.4,23,1.78,79.8
87.25,61.69,2858.5,0,2.34,50.1
86.04,71.67,3832.6,1,7.4,30.0
42.37,80.28,3952.3,21,6.57,36.2
71.85,9.93,825.2,23,0.12,64.0
38.16,74.84,2675.0,3,7.44,24.4
15.48,60.23,4302.0,19,0.76,41.5
73.14,11.26,1660.7,17,5.6,40.4
10.88,50.77,2183.1,9,1.37,45.6
46.83,12.42,4041.4,0,0.62,17.5
39.64,71.24,537.7,9,6.48,50.8
72.4,54.19,4311.5,8,4.02,44.9
78.96,90.82,1624.7,22,5.13,67.5
37.37,21.48,107.1,24,3.67,44.7
83.05,59.54,1247.4,12,0.66,75.2
36.45,24.04,538.6,14,6.31,38.6
50.17,60.27,552.7,17,6.99,48.2
75.43,70.04,3494.9,12,0.45,68.2
72.36,70.01,1148.5,4,3.26,62.1
98.86,78.36,4680.2,1,4.78,44.2
30.26,81.82,2630.6,6,5.18,35.0
69.61,11.95,2354.5,8,4.96,33.8
64.87,35.89,2228.0,18,5.92,42.4
92.36,66.84,3493.7,13,8.22,50.4
24.07,49.87,2316.1,16,3.38,41.6
77.66,22.16,730.1,19,4.78,57.8
61.14,54.74,4412.8,19,5.97,34.7
34.72,41.67,2199.1,10,5.08,35.7
52.7,40.1,462.6,21,3.35,54.6
40.04,77.88,2693.9,4,5.34,34.7
62.14,41.68,3272.0,11,5.56,41.9
90.01,7.38,1450.4,20,5.01,54.9
61.24,10.23,4021.7,8,1.82,47.1
66.86,82.06,3381.9,16,4.35,60.2
56.69,91.45,3286.7,7,7.53,42.7
14.6,66.96,2162.0,23,7.4,26.3
30.96,37.79,4813.4,7,6.41,16.8
54.28,89.47,1443.5,11,5.96,56.7
37.92,64.65,2930.8,18,1.39,53.3
26.36,80.99,1614.4,9,3.96,46.4
55.37,73.93,3749.5,23,1.03,57.9
39.05,39.12,334.2,1,6.97,22.8
33.23,48.08,324.9,23,2.54,52.7
51.76,21.75,4073.2,7,6.54,21.9
22.0,31.28,2227.9,13,6.94,22.1
93.5,75.03,1771.8,18,7.6,55.1
88.09,85.46,3076.9,3,6.43,44.4
73.69,70.2,3539.3,8,4.84,50.9
19.56,46.87,1085.9,12,5.12,34.2
79.83,12.79,1008.6,8,2.79,54.2
82.72,10.13,4794.9,12,1.59,46.4
79.1,38.69,2989.4,24,1.2,63.1
20.26,46.74,2011.6,15,1.63,48.4
67.95,59.82,4027.1,21,7.95,30.6
85.09,5.58,2673.3,0,1.48,40.1
61.96,94.08,1284.1,7,6.18,56.8
68.18,37.75,1113.0,8,1.65,59.7
51.25,81.33,2044.6,23,8.29,39.9
57.58,53.15,4313.5,12,3.18,39.4
13.09,16.74,401.1,16,3.56,29.8
67.51,76.78,1170.8,21,3.5,71.1
17.33,68.88,4476.4,24,6.96,18.9
49.15,52.47,696.5,8,1.93,62.4
36.34,51.31,3185.2,6,7.08,22.7
59.09,12.87,1146.2,22,5.62,39.7
22.01,64.03,3068.7,19,1.95,45.7
72.25,87.01,1977.2,22,0.65,70.6
81.55,13.39,598.2,9,6.61,50.3
24.7,28.72,2954.1,20,1.94,36.9
19.39,86.21,3446.9,4,7.57,16.5
23.1,30.59,3433.3,16,1.19,39.2
88.94,63.85,3221.5,1,5.28,36.1
57.54,53.13,2551.1,8,5.91,43.1
52.05,58.67,2645.4,1,5.62,24.6
19.6,42.42,3214.6,9,2.75,37.1
68.46,32.0,3482.3,11,7.45,31.3
88.12,9.37,3308.9,1,6.57,16.4
84.54,71.99,2976.0,14,4.39,61.4
66.34,72.15,863.6,24,5.17,58.9
16.78,65.37,1132.0,2,4.86,20.2
20.12,62.93,1375.1,1,8.05,12.2
14.44,26.93,4606.3,6,7.63,5.0
33.17,7.01,3821.0,8,2.08,31.8
22.21,77.78,2809.0,10,2.31,45.3
33.4,49.2,1335.1,21,8.34,25.8
44.66,32.62,643.4,15,2.09,57.4
94.87,14.17,4503.9,6,8.11,27.9
64.93,10.64,4474.1,12,5.56,28.0
85.15,36.4,642.4,2,0.52,60.8
73.93,77.43,4006.4,10,2.92,61.4
20.13,87.69,2288.6,2,4.1,30.4
76.23,85.71,1687.4,14,7.1,52.9
34.76,87.8,3721.6,7,2.86,47.6
67.52,86.7,3110.2,6,2.71,61.4
40.69,52.45,3922.1,4,7.83,16.0
99.79,24.75,464.2,5,0.76,69.3
33.72,76.82,1661.1,24,4.73,49.5
35.12,24.23,1664.7,18,4.34,35.8
