rapid_accelerations,hard_brakes,sharp_turns,night_hours_driving,driver_safety_rating
9,8,1,3.9,24.4
4,8,1,2.5,49.1
10,6,3,4.6,22.1
10,0,5,2.4,43.1
11,5,5,3.1,20.6
8,4,9,0.6,23.0
4,4,5,3.5,44.9
5,11,9,1.1,10.0
4,11,0,3.4,32.4
8,7,4,6.2,18.6
6,4,4,1.9,46.1
4,2,9,1.8,50.4
8,14,6,5.7,10.0
11,14,7,4.3,10.0
6,1,7,3.4,45.9
1,3,8,0.4,57.6
7,11,6,3.8,10.0
6,4,7,3.3,33.8
1,6,7,1.3,49.3
2,10,3,7.4,28.7
7,3,3,3.3,47.2
4,8,6,0.0,37.9
1,6,1,7.7,51.5
9,5,9,3.7,13.0
6,8,6,5.0,12.2
1,7,8,3.1,35.3
2,3,5,6.3,48.4
0,12,0,2.5,44.9
8,4,6,3.6,28.8
4,13,1,3.4,20.6
8,12,6,3.5,10.0
0,10,8,5.0,26.5
9,0,2,6.3,47.0
1,1,4,3.1,72.9
8,3,7,5.0,21.9
7,2,1,0.5,61.3
0,10,8,0.6,35.4
10,12,8,0.9,10.0
9,13,5,1.8,10.0
9,11,2,1.4,16.5
5,2,7,3.8,42.8
4,0,5,2.1,70.2
9,7,3,5.5,17.9
2,1,0,6.2,75.2
3,3,8,3.2,48.9
9,7,7,7.1,10.0
8,2,9,4.7,24.5
8,2,7,7.0,22.1
5,0,1,3.7,72.9
8,14,2,2.7,10.0
11,11,3,4.3,10.0
11,2,1,3.1,43.6
11,6,1,2.6,27.5
7,14,7,0.9,10.0
7,9,3,3.8,20.4
3,9,4,5.1,26.6
4,1,2,6.4,59.8
7,5,0,6.9,38.0
2,6,4,1.4,51.7
7,3,7,3.1,35.5
6,9,6,4.9,10.6
7,4,0,5.1,43.5
1,5,2,7.0,51.1
0,9,6,4.1,34.8
11,14,0,4.4,10.0
9,3,9,2.9,23.3
1,13,0,7.7,23.7
10,0,6,1.7,43.2
4,12,7,5.8,10.0
8,2,4,4.2,42.4
7,9,8,2.1,10.0
6,6,7,1.6,27.6
3,8,7,4.7,22.2
11,7,4,0.4,19.7
10,7,2,7.6,16.1
2,5,9,2.7,44.8
3,4,7,8.0,31.9
7,10,7,4.5,10.0
7,10,1,2.5,29.6
5,13,9,1.8,10.0
11,14,1,6.1,10.0
3,9,6,0.4,31.5
2,2,6,6.2,51.5
7,9,0,5.1,27.8
9,1,8,2.8,36.3
1,12,3,4.6,28.0
7,0,8,7.1,32.1
4,4,5,7.6,36.4
8,12,5,7.5,10.0
9,11,9,4.1,10.0
7,11,7,4.7,10.0
11,13,7,1.5,10.0
2,9,4,7.4,29.4
3,0,7,0.5,64.7
11,2,5,3.9,26.8
11,8,0,1.7,23.1
8,13,4,3.5,10.0
5,10,6,5.5,10.9
8,5,3,3.4,34.7
2,7,9,7.4,19.8
7,14,9,5.1,10.0
8,1,7,4.5,34.5
11,0,7,3.5,32.4
0,4,9,2.8,47.1
10,5,7,7.2,10.0
8,14,7,3.3,10.0
9,11,7,4.6,10.0
10,10,7,3.9,10.0
11,7,2,4.8,17.3
1,9,0,1.7,53.6
11,1,9,7.9,10.0
4,12,0,3.1,29.3
2,9,7,2.1,29.7
0,8,2,0.3,66.0
4,13,6,6.7,10.0
11,3,9,5.2,10.0
6,0,3,2.4,63.5
11,0,5,3.0,37.0
1,4,6,3.8,51.2
1,12,0,3.4,38.1
10,2,0,3.4,50.4
2,6,7,5.0,35.3
9,9,6,6.8,10.0
7,10,2,3.0,21.8
5,12,9,1.4,10.0
2,10,7,0.2,31.9
2,11,9,3.6,11.4
9,8,2,1.7,22.0
6,12,1,1.7,25.6
2,1,1,0.7,83.7
1,12,6,1.2,27.5
4,6,2,3.6,48.0
7,4,0,5.5,45.2
0,7,5,3.6,47.4
0,8,8,5.8,29.4
0,9,3,6.2,42.3
3,10,8,5.3,12.2
7,13,0,0.2,21.7
7,5,2,4.4,41.8
5,9,7,2.3,21.2
6,2,7,6.9,34.5
9,2,5,7.2,27.8
7,4,5,3.4,34.5
6,12,5,6.0,10.0
1,14,9,3.0,10.0
5,5,5,3.9,37.2
3,14,2,7.9,10.0
0,12,1,1.4,45.5
10,7,4,4.8,16.5
11,8,5,5.1,10.0
9,5,2,6.8,24.8
0,14,7,1.2,16.3
4,4,6,7.2,35.8
2,2,3,5.4,59.9
8,13,0,7.9,10.0
3,12,7,4.3,11.0
0,1,0,5.0,84.6
6,11,4,1.5,16.5
9,1,4,3.2,43.4
5,8,6,6.3,14.8
3,6,1,2.4,57.2
9,0,4,7.6,39.6
6,4,7,6.0,32.6
10,0,4,1.8,51.0
3,10,9,7.4,10.0
5,10,4,1.8,24.3
2,5,4,4.3,52.2
4,1,9,4.8,46.4
11,7,7,3.1,10.0
0,13,6,2.1,25.7
11,13,3,0.5,10.0
10,10,7,6.8,10.0
9,3,2,1.3,46.5
5,6,9,2.0,26.2
8,0,5,6.7,39.6
2,8,3,2.7,40.9
0,5,1,5.1,67.7
8,3,0,4.7,45.9
5,7,8,6.3,13.0
8,6,3,5.2,29.0
2,13,8,3.1,10.7
5,6,6,6.8,25.5
2,1,0,5.1,79.0
7,2,9,3.6,32.5
5,14,4,2.9,10.0
8,2,5,4.9,35.8
2,8,7,0.2,36.7
11,9,5,6.0,10.0
8,14,7,5.9,10.0
7,14,0,3.8,10.0
3,12,2,3.1,30.2
0,12,0,6.4,39.1
4,14,8,1.3,10.0
9,10,4,5.9,10.0
10,8,2,0.2,26.0
1,2,1,7.3,65.2
4,10,6,7.6,11.0
0,1,1,5.8,76.7
9,3,2,6.0,36.0
2,2,5,2.9,66.4
6,1,3,7.0,45.7
11,0,7,2.4,34.2
11,12,6,4.5,10.0
6,2,6,5.9,35.8
3,11,2,4.7,25.7
2,7,7,3.9,29.0
3,5,7,1.8,46.2
3,10,7,5.2,11.2
7,2,3,6.1,43.8
1,9,2,4.6,41.3
4,5,2,6.5,43.4
4,8,2,4.8,34.2
10,0,4,6.0,38.2
4,11,4,7.5,10.0
7,3,8,2.2,32.4
8,14,0,3.6,10.0
0,7,0,7.3,53.0
5,11,4,3.9,15.4
7,5,1,0.1,50.9
0,11,5,0.4,42.0
3,12,2,0.8,34.0
11,3,3,3.3,31.7
7,14,3,3.1,10.0
7,6,5,4.9,20.0
4,14,4,1.7,14.0
3,1,9,3.4,51.9
10,0,1,5.5,48.4
9,8,3,7.9,10.7
6,9,4,3.8,21.3
2,0,4,0.0,82.8
11,0,9,4.9,23.8
0,12,1,4.2,37.2
8,13,0,2.8,16.6
8,4,6,2.7,32.0
4,13,2,5.8,11.0
8,13,4,2.6,10.0
8,3,8,7.8,16.6
10,11,1,0.8,12.2
3,2,7,0.7,56.3
4,4,4,7.4,40.4
7,9,6,3.4,14.7
1,1,6,3.8,63.6
11,10,3,0.8,11.3
8,4,6,2.9,27.4
10,12,5,4.5,10.0
1,9,8,0.7,38.2
6,12,9,5.6,10.0
3,3,3,5.2,57.7
1,4,5,4.6,55.5
6,12,3,3.0,14.7
5,13,8,3.0,10.0
0,9,9,7.0,22.1
3,7,0,0.3,63.6
6,4,1,6.1,47.0
6,8,7,1.5,23.1
2,12,4,6.2,16.3
4,7,5,3.9,35.4
9,9,5,2.9,10.0
11,14,0,2.3,10.0
3,8,6,3.9,31.6
4,11,1,5.7,25.6
0,6,6,4.4,47.5
7,8,9,5.1,10.0
10,12,4,7.5,10.0
11,4,3,5.0,26.4
9,2,8,4.7,21.5
7,3,8,3.0,29.3
7,1,5,2.6,52.2
8,1,0,4.2,59.7
3,1,0,0.1,86.5
2,10,9,4.6,17.0
3,1,1,2.7,74.4
4,0,1,6.2,66.1
4,3,9,1.1,43.7
9,4,7,5.8,17.7
4,6,2,3.6,46.5
4,5,0,3.4,58.3
9,1,5,0.4,49.4
1,6,7,2.7,45.0
0,11,5,7.5,22.0
3,4,3,0.1,63.4
9,14,8,1.1,10.0
0,12,9,6.3,10.0
6,0,7,3.2,49.8
10,0,0,1.2,62.2
11,4,5,1.4,30.8
10,1,7,1.0,37.9
10,7,3,0.4,28.0
1,13,8,7.9,10.0
1,2,8,3.9,53.6
8,2,1,2.1,54.0
1,9,8,4.2,25.5
8,12,2,3.0,12.9
1,9,6,6.5,28.2
2,7,9,4.8,23.3
11,10,6,6.6,10.0
11,12,1,1.9,10.0
9,13,6,4.3,10.0
2,13,3,2.1,25.4
1,0,7,2.0,67.8
5,0,7,1.4,53.4
5,10,8,3.2,12.6
2,6,6,5.6,32.8
3,14,1,4.1,24.1
10,0,6,7.8,24.6
6,6,3,2.1,41.6
11,9,7,5.5,10.0
1,11,7,3.0,26.2
10,14,0,2.8,10.0
2,13,7,3.5,13.1
4,3,9,1.9,44.0
2,13,3,7.5,10.8
2,7,1,3.0,57.1
8,0,9,2.1,41.3
11,9,7,4.7,10.0
9,8,3,1.3,23.5
9,8,9,5.8,10.0
2,5,5,3.3,50.9
9,12,5,4.2,10.0
10,1,9,6.7,17.6
2,5,7,1.2,50.2
2,10,4,4.7,30.3
8,9,6,0.3,17.7
4,9,5,3.2,26.3
11,7,5,6.8,10.0
9,8,0,5.8,21.1
3,4,4,6.3,43.4
6,12,4,3.4,10.0
4,8,1,3.8,38.8
5,4,8,6.7,23.7
6,1,7,4.0,42.0
1,10,3,4.7,36.8
0,2,1,6.7,70.2
11,2,4,6.5,25.2
8,12,9,1.9,10.0
2,3,6,4.7,47.9
2,14,8,1.6,10.0
10,5,6,0.3,25.7
4,8,6,0.8,33.2
8,5,5,3.8,27.2
4,6,8,7.1,21.8
8,3,2,3.8,46.4
6,5,6,1.0,37.2
7,13,9,1.1,10.0
9,0,1,5.0,52.6
5,3,8,6.9,30.1
6,7,4,2.6,34.5
10,8,8,4.4,10.0
6,2,5,7.1,33.7
10,2,7,1.1,34.7
4,7,4,1.3,44.2
5,1,0,3.0,72.8
3,13,9,3.6,10.0
6,13,4,1.8,10.9
1,11,5,4.4,29.9
10,0,4,7.2,32.0
6,10,0,7.1,25.9
9,8,0,0.5,37.2
5,5,3,4.8,42.1
11,2,6,1.7,29.7
6,7,8,5.3,15.0
9,0,3,4.5,49.5
0,14,4,1.8,27.2
0,3,4,7.5,58.1
11,8,9,3.8,10.0
0,2,4,3.1,69.8
2,0,3,6.3,67.0
0,6,6,2.4,50.3
10,10,0,4.7,12.8
2,6,3,1.6,56.1
10,6,4,0.5,25.0
2,7,6,4.0,38.5
0,13,2,1.3,37.7
7,5,1,2.9,44.9
11,9,3,3.8,10.0
2,12,6,0.0,29.9
11,12,1,2.8,10.0
3,11,6,3.6,14.9
11,6,7,4.4,10.0
9,10,5,6.7,10.0
2,11,8,2.6,21.9
11,13,0,7.4,10.0
4,11,9,2.7,10.1
6,13,1,4.5,11.4
9,6,3,0.6,37.7
4,8,7,3.2,21.7
2,12,2,6.2,22.6
4,6,7,2.4,32.7
9,3,3,0.1,47.1
2,2,4,7.4,54.8
8,10,2,0.1,27.0
2,1,5,2.1,69.6
3,12,2,7.2,16.9
8,3,8,1.1,32.7
11,5,5,6.9,11.7
3,1,0,7.6,71.4
11,13,9,5.0,10.0
9,10,2,2.7,13.0
1,14,7,2.5,14.0
10,4,1,1.1,49.2
9,2,7,7.2,20.5
5,11,9,6.4,10.0
4,8,5,1.8,36.3
4,12,3,5.3,19.8
11,14,1,4.7,10.0
5,6,2,1.1,48.1
10,1,1,1.9,53.8
5,1,9,1.1,50.9
8,8,3,4.3,24.8
9,9,4,1.5,11.6
11,0,4,7.9,30.0
1,7,0,2.2,61.7
2,5,8,5.8,34.9
3,12,0,2.6,35.2
3,3,4,2.9,58.7
1,5,1,2.5,66.4
11,6,3,0.9,24.8
3,11,4,7.4,13.9
8,5,5,6.2,19.4
7,13,8,1.9,10.0
11,12,2,2.5,10.0
9,5,8,3.5,15.6
6,1,2,6.2,53.9
4,8,1,7.0,31.8
11,12,5,6.1,10.0
2,4,4,7.6,45.2
11,11,6,6.1,10.0
11,12,2,1.8,10.0
3,7,8,3.0,29.3
0,10,0,5.9,44.6
10,12,2,1.0,10.0
5,8,4,1.8,34.0
1,14,2,7.9,15.3
5,4,2,5.3,47.9
3,8,8,1.4,30.7
5,6,9,0.7,31.5
9,13,8,7.7,10.0
7,6,5,4.0,27.4
8,3,6,3.4,37.7
3,14,8,6.4,10.0
0,2,5,5.4,66.0
8,6,5,4.5,22.0
5,2,9,1.8,44.0
4,11,0,4.4,31.7
4,7,0,4.3,46.0
10,7,2,0.8,28.4
0,9,8,4.0,27.7
9,0,7,4.8,32.0
4,10,9,5.8,10.0
6,8,2,4.4,30.2
2,0,3,4.5,72.1
11,3,6,4.5,21.9
3,0,2,2.2,79.7
11,10,8,7.0,10.0
11,14,4,4.9,10.0
4,12,8,5.5,10.0
8,8,0,4.0,27.8
2,2,8,1.2,56.9
2,8,4,1.3,46.9
7,2,3,3.7,54.0
8,5,6,7.0,16.9
4,10,6,1.0,23.9
8,9,3,4.0,16.1
3,5,8,0.3,45.0
7,8,2,7.0,20.9
7,7,3,2.1,33.7
11,7,1,2.8,26.1
6,4,9,1.3,33.2
6,11,5,2.5,17.6
4,0,5,3.1,66.4
2,4,4,1.3,61.3
0,13,6,2.3,24.6
0,7,5,5.5,45.8
8,3,6,6.9,22.9
10,2,4,5.2,32.5
0,12,9,7.7,10.0
0,1,7,2.0,68.2
2,13,0,2.9,35.5
0,9,8,2.6,36.3
1,13,1,4.2,32.0
4,10,9,5.7,10.0
0,3,5,1.7,68.7
4,3,5,6.6,41.9
11,1,4,2.7,39.9
8,14,8,3.7,10.0
8,1,4,6.7,35.9
0,8,1,2.6,61.5
10,13,6,5.4,10.0
4,2,7,3.7,48.3
8,12,9,2.2,10.0
0,7,9,3.6,35.3
10,13,2,6.1,10.0
9,7,1,5.3,25.5
7,8,0,6.0,25.6
7,6,0,2.5,42.6
11,0,9,6.2,16.7
7,8,5,3.2,22.1
4,11,2,4.3,23.9
4,3,9,7.0,27.3
9,5,0,5.7,36.3
0,7,4,5.7,49.7
7,11,0,4.0,20.3
1,5,8,4.6,44.7
8,5,3,6.0,29.3
8,5,0,0.0,55.3
8,11,9,3.3,10.0
10,12,4,2.4,10.0
7,13,8,2.0,10.0
6,11,5,6.6,10.0
9,7,8,3.8,10.0
2,12,6,0.4,29.2
10,2,9,7.8,10.7
9,13,0,1.2,13.0
1,0,5,3.5,71.8
8,9,5,5.1,10.0
5,0,6,4.5,54.8
3,5,0,3.5,60.4
8,4,4,2.4,38.4
9,6,4,4.6,19.5
5,3,2,6.8,47.5
4,12,6,1.9,15.1
3,5,2,0.5,62.1
7,5,3,2.9,38.6
2,1,4,6.0,62.0
6,13,9,7.9,10.0
0,0,6,5.2,72.3
5,0,3,4.1,61.5
8,7,7,0.6,20.6
5,5,8,2.7,31.2
2,13,8,0.5,16.4
3,13,3,3.4,16.5
9,7,9,3.9,10.0
9,14,1,2.2,10.0
10,2,8,0.6,27.8
10,7,9,3.4,10.0
8,4,0,7.8,36.9
7,10,4,2.6,20.2
11,11,9,2.5,10.0
3,10,5,1.2,30.3
6,7,9,4.4,13.1
9,0,1,4.3,55.9
11,0,0,3.1,48.9
0,0,4,7.2,70.6
10,5,1,0.8,42.7
9,11,5,7.4,10.0
5,13,8,3.3,10.0
7,12,0,1.1,24.1
4,14,6,4.5,10.0
0,8,9,5.4,29.0
6,6,3,2.2,41.9
1,5,0,6.7,56.7
10,9,5,0.1,11.0
0,4,3,2.8,68.1
11,10,3,7.0,10.0
3,12,5,5.4,12.7
7,3,5,1.8,45.1
4,3,8,3.6,39.4
9,4,7,2.1,29.5
10,5,7,3.8,13.8
0,2,8,6.7,49.0
0,0,3,0.4,91.7
10,0,6,2.0,42.9
11,5,4,0.3,33.6
6,6,0,7.9,36.9
5,5,2,1.3,49.8
9,2,6,2.3,40.7
0,13,2,6.8,26.6
8,7,8,4.1,10.0
4,13,3,7.6,10.0
11,10,1,4.7,10.0
0,0,5,5.8,70.3
6,14,6,4.9,10.0
2,12,8,5.9,10.0
1,2,0,2.1,82.7
11,14,5,2.7,10.0
5,11,4,4.8,13.9
9,11,1,6.9,10.0
1,11,5,1.8,31.3
5,8,0,7.7,30.8
7,4,8,3.6,27.1
5,10,5,1.1,27.9
9,14,2,7.0,10.0
10,14,1,7.4,10.0
2,13,8,6.6,10.0
7,8,9,3.5,10.7
2,0,5,7.5,58.9
1,0,0,2.7,89.6
2,13,1,0.7,37.5
4,4,1,2.7,58.5
7,8,8,2.9,11.6
9,11,0,6.4,10.5
0,3,7,5.7,55.9
5,2,7,5.0,41.4
11,2,7,1.5,29.7
8,12,6,6.4,10.0
7,7,4,0.3,33.2
1,10,8,1.8,25.8
7,9,9,4.4,10.0
5,0,1,3.8,70.9
4,7,8,5.5,21.5
11,11,2,6.3,10.0
1,9,6,6.9,23.4
1,12,2,7.7,23.4
10,5,5,4.4,17.2
5,14,8,4.6,10.0
1,12,5,4.5,20.9
0,0,1,7.2,80.2
4,13,0,6.2,20.9
6,2,4,4.0,48.0
4,9,1,5.5,35.7
2,10,8,2.4,24.5
1,13,0,1.3,40.7
11,1,3,0.4,48.4
2,6,5,3.3,44.1
5,0,4,3.0,64.4
7,4,1,6.1,44.3
5,7,6,4.0,26.9
8,4,3,1.4,48.8
8,8,0,0.8,38.7
2,6,7,0.6,48.9
6,7,9,0.1,22.2
7,4,6,0.6,39.6
2,4,9,6.0,33.8
4,11,3,6.2,15.8
2,5,0,2.8,64.5
6,10,6,0.3,19.1
4,5,2,1.0,55.9
0,6,7,4.1,43.0
0,0,9,7.8,56.0
8,2,5,1.0,45.1
4,12,6,1.2,16.5
10,10,9,3.2,10.0
9,0,4,4.9,41.0
1,6,7,3.1,42.8
11,2,2,5.0,35.4
3,0,1,0.5,88.7
4,7,0,1.4,55.0
10,8,9,0.6,10.0
8,6,3,7.0,23.3
1,3,4,6.4,54.2
3,11,7,2.1,15.8
7,5,2,6.0,34.1
2,10,5,6.5,22.2
1,10,7,6.8,19.1
2,1,8,3.5,52.8
6,6,5,7.8,18.2
8,5,6,7.1,19.2
4,11,6,5.7,10.0
9,3,2,0.3,46.3
1,2,8,5.9,48.0
10,11,9,5.0,10.0
10,5,2,7.6,20.6
6,7,5,3.6,27.5
2,7,7,4.7,34.4
6,14,9,4.5,10.0
5,14,9,0.2,10.0
0,7,0,1.7,66.9
9,8,6,1.5,14.1
4,3,5,2.8,49.2
10,11,3,2.2,10.0
0,7,4,2.6,51.9
6,8,1,0.6,38.2
10,0,7,1.2,40.2
5,11,7,4.1,10.0
8,9,8,4.1,10.0
10,2,1,0.8,53.0
11,8,4,4.8,10.0
3,3,6,7.8,39.6
8,14,9,3.1,10.0
4,12,2,1.3,30.2
4,9,9,8.0,10.0
4,2,3,4.2,57.3
9,6,2,1.9,35.2
4,1,3,7.0,55.5
10,6,6,1.0,23.2
6,8,7,1.5,22.1
0,6,5,6.1,43.9
9,5,8,7.3,10.0
6,0,4,3.4,61.1
6,14,9,0.6,10.0
4,2,1,5.0,58.7
2,3,0,6.1,66.3
6,8,6,4.2,18.1
4,6,0,3.1,56.1
3,4,1,5.4,57.8
8,12,5,3.8,10.0
3,6,7,6.3,27.8
4,3,9,0.0,48.3
11,7,7,4.9,10.0
5,4,7,6.8,28.1
10,12,6,5.5,10.0
5,5,1,4.5,46.7
1,9,2,1.8,52.6
10,9,4,4.4,10.0
2,6,3,6.5,46.0
7,12,1,6.9,10.0
8,4,5,5.1,25.6
5,4,8,7.9,24.4
0,4,2,0.9,72.4
11,8,8,5.5,10.0
11,11,6,0.3,10.0
1,0,4,6.8,63.2
2,10,4,6.2,22.8
10,10,7,6.5,10.0
1,3,7,2.9,55.1
4,7,2,1.7,49.0
9,3,1,1.7,49.9
5,4,7,7.3,27.6
3,3,5,4.2,53.8
9,7,1,1.5,33.3
0,4,1,0.6,83.3
9,5,0,3.3,39.9
6,8,0,1.1,45.0
7,7,4,2.8,26.9
3,2,8,1.1,55.7
8,9,5,4.3,10.0
3,0,5,0.5,73.8
2,10,7,0.5,32.9
0,5,2,6.5,57.4
1,9,2,0.7,52.8
11,1,8,7.8,12.2
1,11,7,4.6,17.0
1,5,7,2.4,45.1
7,7,2,2.2,35.4
11,0,9,5.3,20.4
1,3,5,6.9,51.7
0,7,0,4.2,63.2
11,9,5,6.1,10.0
4,0,0,7.5,66.4
5,5,8,4.8,24.0
9,1,3,3.4,44.7
10,10,3,0.9,14.2
11,1,8,5.5,21.2
2,1,3,6.8,60.0
5,4,1,0.1,64.4
4,2,5,5.2,52.5
5,2,2,0.5,66.7
2,6,4,7.5,38.7
3,2,6,3.3,55.4
2,3,9,1.5,50.7
8,6,1,1.6,41.1
1,11,8,0.7,26.8
4,14,4,5.3,10.0
4,1,2,7.0,58.2
4,2,0,3.0,70.5
0,12,1,4.2,37.5
6,7,2,2.1,38.2
8,9,7,6.2,10.0
8,13,9,5.2,10.0
10,7,2,8.0,14.2
10,10,7,6.8,10.0
1,2,2,1.1,80.8
2,6,7,6.8,33.0
8,11,4,0.4,14.9
6,2,7,1.2,49.0
4,4,6,3.1,43.3
0,2,5,1.5,73.4
2,4,1,2.3,68.9
1,1,8,5.7,54.0
3,11,6,4.5,15.2
8,10,8,3.2,10.0
5,9,5,5.2,19.2
8,2,8,0.0,40.4
1,10,1,7.0,34.4
1,8,3,3.2,50.7
1,14,3,3.9,21.8
3,0,8,0.9,60.5
9,3,0,6.1,39.7
2,11,7,8.0,10.0
9,13,8,6.1,10.0
5,1,8,1.1,47.2
11,1,5,7.4,23.6
7,8,5,4.7,17.7
3,4,0,6.9,53.7
5,7,5,3.4,30.7
10,4,8,2.2,23.0
6,4,0,0.2,62.2
2,6,1,7.6,45.9
11,0,4,1.2,48.3
8,11,6,6.3,10.0
11,6,1,2.2,30.2
3,12,0,4.6,31.1
11,12,8,6.6,10.0
7,3,7,2.8,34.2
2,5,3,3.5,55.0
2,1,3,1.2,76.2
7,10,6,3.4,10.0
8,10,2,6.6,10.5
2,11,9,7.0,10.0
3,1,4,5.1,56.9
8,7,6,3.7,19.3
4,13,3,1.7,21.0
0,11,8,3.6,25.5
10,8,9,6.5,10.0
8,12,6,2.5,10.0
3,10,2,6.4,27.4
0,7,7,0.0,47.2
8,9,9,2.8,10.0
1,14,1,7.9,17.6
8,4,5,7.3,21.5
8,11,3,5.2,10.0
7,0,4,3.9,54.0
1,2,9,5.7,49.9
4,11,3,7.8,11.5
9,1,9,0.2,36.1
8,14,1,2.2,10.0
11,3,1,8.0,23.7
4,8,8,4.8,17.8
2,8,3,5.8,38.0
7,8,3,6.0,18.8
2,8,0,3.2,53.3
1,11,9,7.5,10.0
1,12,5,1.3,30.8
10,2,8,6.5,15.9
11,2,7,4.4,23.1
0,6,9,2.3,46.7
6,7,8,3.8,20.4
5,5,0,4.3,51.0
3,12,6,2.9,16.5
4,1,0,2.4,75.6
5,9,1,3.5,34.9
0,9,1,6.7,43.5
0,4,2,5.7,61.9
4,7,2,0.7,48.9
6,6,3,6.1,33.5
0,11,5,7.4,24.2
0,10,3,7.7,31.0
11,6,6,3.3,12.8
4,6,3,7.3,32.6
7,6,9,1.3,18.5
10,3,8,3.2,18.4
3,2,1,4.1,68.6
0,2,0,1.5,87.4
2,9,6,5.5,25.4
3,6,6,3.3,36.2
3,0,1,1.0,83.9
5,13,7,4.2,10.0
8,1,4,2.3,54.9
1,8,0,7.5,47.0
9,2,2,6.6,38.7
10,13,9,6.5,10.0
1,11,5,5.1,27.4
4,8,2,0.8,45.6
4,14,3,3.6,11.2
2,11,1,5.2,30.8
8,3,7,1.6,36.3
5,6,7,3.2,32.7
8,3,3,3.9,39.3
10,2,7,6.7,17.0
6,13,6,3.0,10.0
1,3,5,2.8,62.5
9,3,2,5.8,39.8
10,5,7,2.7,13.5
11,11,1,0.8,10.3
10,13,3,6.3,10.0
0,10,4,3.0,38.6
7,2,4,7.9,40.2
9,7,2,4.1,24.9
3,11,8,0.5,20.7
6,0,9,6.1,39.1
3,6,2,3.0,52.2
1,14,2,1.0,31.9
11,8,0,4.5,16.8
6,6,2,2.0,40.3
6,7,7,7.5,10.2
11,6,7,5.6,10.0
2,10,8,3.3,20.3
2,0,6,6.2,61.2
1,3,3,3.7,67.6
10,14,3,7.4,10.0
8,9,5,5.7,10.0
2,12,4,7.8,11.7
3,11,4,2.7,27.0
1,7,9,6.6,24.3
6,5,3,2.3,46.3
6,6,3,2.7,37.7
0,12,6,1.9,30.4
2,9,7,6.7,16.9
8,11,7,7.2,10.0
11,4,6,1.6,24.9
0,11,3,6.9,31.5
6,12,9,7.7,10.0
8,1,0,4.3,54.7
7,14,2,1.9,10.0
0,8,4,7.5,35.7
4,4,7,7.4,31.2
2,2,1,1.1,82.5
5,4,4,7.7,33.6
1,8,8,2.4,36.3
7,13,5,3.5,10.0
4,8,3,4.4,33.9
6,13,3,2.6,10.0
7,7,5,0.5,29.9
2,4,7,5.7,40.0
9,1,1,6.2,49.0
0,14,6,4.2,15.7
9,6,1,3.4,32.0
7,2,3,5.8,47.2
2,9,0,8.0,37.2
7,6,6,7.5,14.8
8,8,4,4.5,19.2
6,9,2,6.5,20.1
4,7,8,1.8,28.2
11,3,8,3.0,18.7
4,5,1,7.7,40.8
9,1,9,4.4,24.7
1,12,4,4.3,26.7
7,7,3,1.9,32.6
3,3,3,3.9,62.3
1,14,1,1.3,30.8
4,4,7,5.9,33.3
1,8,6,7.0,28.3
7,5,6,6.2,23.5
7,9,0,1.0,39.4
9,14,7,4.5,10.0
11,7,8,2.9,10.0
9,6,4,2.6,25.3
10,9,7,6.4,10.0
11,11,6,3.8,10.0
9,11,7,6.8,10.0
7,2,8,3.2,35.2
9,6,4,4.4,23.4
6,1,6,2.6,49.6
10,2,2,3.2,43.5
3,1,8,5.5,48.2
6,13,9,2.3,10.0
10,12,4,8.0,10.0
10,8,8,6.5,10.0
6,11,1,1.0,33.3
11,11,5,1.8,10.0
0,8,3,5.4,45.6
6,2,3,1.4,60.6
9,9,5,0.1,18.7
1,7,5,5.2,36.9
10,11,3,1.9,10.0
6,1,6,1.4,53.7
10,1,9,5.4,22.2
9,2,4,3.3,40.5
8,10,1,7.5,10.0
3,7,9,2.1,29.9
7,1,3,2.0,57.9
5,9,7,4.5,17.6
2,8,3,3.9,44.2
6,4,6,0.8,43.5
11,2,8,4.9,16.9
5,7,0,5.9,35.4
8,9,5,1.6,18.0
2,6,0,2.0,64.2
1,11,2,0.5,44.4
5,1,0,1.5,75.1
8,7,6,3.1,17.4
11,11,1,5.4,10.0
4,2,7,4.1,43.3
5,3,7,1.5,50.5
1,4,8,0.9,56.7
9,12,0,4.0,11.3
4,0,9,7.6,39.3
3,7,7,2.5,35.3
10,1,8,1.3,34.6
8,5,6,6.6,16.6
3,4,7,2.3,50.5
7,14,7,0.9,10.0
10,11,9,7.9,10.0
7,11,1,1.7,25.6
11,10,8,2.8,10.0
8,9,8,1.5,10.0
1,8,3,7.6,33.1
8,1,5,5.4,36.7
11,0,6,5.9,29.4
5,2,4,0.8,63.5
6,1,9,5.4,33.7
3,3,5,4.2,52.6
2,6,3,3.8,50.8
5,4,1,4.1,54.0
0,3,1,5.0,75.0
7,0,1,0.7,69.9
11,12,2,4.7,10.0
8,11,4,3.9,10.0
11,5,7,3.0,13.6
2,12,6,4.4,13.8
1,7,9,2.9,34.5
3,8,5,1.1,41.8
6,4,3,0.5,52.5
2,11,1,1.0,41.0
3,13,9,5.2,10.0
7,8,9,6.0,10.0
0,0,8,5.4,62.1
1,2,3,0.1,76.9
9,14,1,4.2,10.0
4,9,0,0.1,52.9
6,6,5,0.5,41.9
6,5,6,0.6,41.3
4,8,6,0.8,36.7
0,4,4,0.3,73.7
0,11,6,0.5,39.6
5,9,4,5.8,20.5
7,6,6,3.9,24.7
